u_id,group_id,lat,lon,sitename,filename,elevation,country,gcmd_location,author,pub_year,title,journal,archive_type,min_yr,max_yr,proxy,num_record,num_control,url,process_group,resolution,collected,shakun,marcott,new,filename,uploader,source,proxy_category
66,66,-36.9607,137.4065,MD03_2607,MD03_2607.LopesdosSantos.2013.lpd,-865,Indian Ocean,Indian Ocean,"Lopes dos Santos, Raquel A.; Spooner, Michelle I.; Barrows, Timothy T.; De Deckker, Patrick; Sinninghe Damste, Jaap S.; Schouten, Stefan",2013,"Comparison of organic (U K' 37, TEX H 86, LDI) and faunal proxies (foraminiferal assemblages) for reconstruction of late Quaternary sea surface temperature variability from offshore southeastern Australia",Paleoceanography,MarineSediment,1100,134800,alkenone,172,5,10.1594/PANGAEA.820842,wave3,777.3255814,NA,NA,NA,NA,MD03_2607.LopesdosSantos.2013.lpd.csv,LipD,LipD,alkenone
68,68,6.5143,126.4977,MD06_3067,MD06_3067.Bolliet.2011.lpd,-1575,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Bolliet, Timothe; Holbourn, Ann; Kuhnt, Wolfgang; Laj, Carlo; Kissel, Catherine; Beaufort, Luc; Kienast, Markus; Andersen, Nils; Garbe-Schonberg, Dieter",2011,Mindanao Dome variability over the last 160 kyr: Episodic glacial cooling of the West Pacific Warm Pool,Paleoceanography,MarineSediment,3390,158200,Mg/Ca,484,10,10.1594/PANGAEA.770282,wave3,319.8553719,NA,NA,NA,NA,MD06_3067.Bolliet.2011.lpd.csv,LipD,LipD,Mg/Ca
70,70,-44.1532,-14.2283,MD07_3076Q,MD07_3076Q.Gottschalk.2015.lpd,-3770,Atlantic Ocean>South Atlantic Ocean,Atlantic Ocean>South Atlantic Ocean,"Gottschalk, Julia; Skinner, Luke C.; Waelbroeck, Claire",2015,Contribution of seasonal sub-Antarctic surface water variability to millennial-scale changes in atmospheric CO2 over the last deglaciation and Marine Isotope Stage 3,Earth and Planetary Science Letters,MarineSediment,1203,66699,d18O,539,5,10.1594/PANGAEA.837065,wave3,121.5139147,NA,NA,NA,NA,MD07_3076Q.Gottschalk.2015.lpd.csv,LipD,LipD,d18O
71,71,-45.5833,86.5167,MD94_103,MD94_103BAY.Sicre.2005.lpd,-3560,Indian Ocean,Indian Ocean,"Sicre, M; Labeyrie, L; Ezat, U; Duprat, J; Turon, J; Schmidt, S; Michel, E; Mazaud, A",2005,Mid-latitude southern Indian Ocean response to Northern Hemisphere Heinrich events,Earth and Planetary Science Letters,MarineSediment,2391.9,50868,alkenone,637,5,10.1594/PANGAEA.587009,wave3,76.10062794,NA,NA,NA,NA,MD94_103BAY.Sicre.2005.lpd.csv,LipD,LipD,alkenone
72,72,66.9697,7.6393,MD95_2011,MD95_2011.Risebrobakken.2003.lpd,-1048,Atlantic Ocean>North Atlantic Ocean>Norwegian Sea,Atlantic Ocean>North Atlantic Ocean>Norwegian Sea,"Risebrobakken, Bj  rg; Jansen, Eystein; Andersson, Carin; Mjelde, Eirik; Hevr  y, Kjersti",2003,A high-resolution study of Holocene paleoclimatic and paleoceanographic changes in the Nordic Seas,Paleoceanography,MarineSediment,483,24226,d18O,1122,5,10.1594/PANGAEA.510782,wave3,21.16131907,NA,NA,NA,NA,MD95_2011.Risebrobakken.2003.lpd.csv,LipD,LipD,d18O
73,73,36.1433,-2.6212,MD95_2043,MD95_2043.Cacho.1999.lpd,-1841,Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea,Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea,"Cacho, Isabel; Grimalt, Joan O; Pelejero, Carles; Canals, Miquel; Sierro, Francisco J.; Flores, Jose Abel; Shackleton, Nick",1999,Dansgaard-Oeschger and Heinrich event imprints in Alboran Sea paleotemperatures,Paleoceanography,MarineSediment,1007.6,51380.527,d18O,358,5,www.ncdc.noaa.gov/paleo/study/6375,wave3,140.7065,NA,NA,NA,NA,MD95_2043.Cacho.1999.lpd.csv,LipD,LipD,d18O
76,76,8.8,121.3,MD97_2141,MD97_2141.Rosenthal.2003.lpd,-3633,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,"Rosenthal, Yair; Oppo, Delia W.; Linsley, Braddock K.",2003,"The amplitude and phasing of climate change during the last deglaciation in the Sulu Sea, western equatorial Pacific",Geophysical Research Letters,MarineSediment,4286,146440,d18O,1732,5,www.ncdc.noaa.gov/paleo/study/2610,wave3,82.07505774,NA,NA,NA,NA,MD97_2141.Rosenthal.2003.lpd.csv,LipD,LipD,d18O
77,77,8.728,109.869,MD97_2151,MD97_2151.Yamamoto.2013.lpd,-1598,Pacific Ocean>Western Pacific Ocean>South China Sea,Pacific Ocean>Western Pacific Ocean>South China Sea,"Yamamoto, M.; Sai, H.; Chen, M.-T.; Zhao, M.",2013,"The East Asian winter monsoon variability in response to precession during the past 150,000 yr",Climate of the Past,MarineSediment,955.312,154522.3,GDGT,172,5,this compilation,wave3,892.8313256,NA,NA,NA,NA,MD97_2151.Yamamoto.2013.lpd.csv,LipD,LipD,GDGT
78,78,-5.21,117.48,MD98_2161,MD98_2161.Fan.2018.lpd,-1185,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,"Fan, Weijia; Jian, Zhimin; Chu, Zhihui; Dang, Haowen; Wang, Yue; Bassinot, Franck; Han, Xiqiu; Bian, Yeping",2018,Variability of the Indonesian throughflow in the Makassar Strait over the last 30 ka,Scientific Reports,MarineSediment,-6,25045.7,Mg/Ca,435,5,this compilation,wave3,57.59011494,NA,NA,NA,NA,MD98_2161.Fan.2018.lpd.csv,LipD,LipD,Mg/Ca
79,79,-5.0031,133.4447,MD98_2176,MD98_2176.Stott.2007.lpd,-2382,Indian Ocean,Indian Ocean,"Stott, L.; Timmermann, A.; Thunell, R.",2007,Southern Hemisphere and deep-sea warming led deglacial atmospheric CO2 rise and tropical warming,Science,MarineSediment,125.7,20333,d18O,279,5,www.ncdc.noaa.gov/paleo/study/6400,wave3,72.42759857,NA,NA,NA,NA,MD98_2176.Stott.2007.lpd.csv,LipD,LipD,d18O
80,80,3.62,118.7,MD98_2178,MD98_2178.Fan.2018.lpd,-1984,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,"Fan, Weijia; Jian, Zhimin; Chu, Zhihui; Dang, Haowen; Wang, Yue; Bassinot, Franck; Han, Xiqiu; Bian, Yeping",2018,Variability of the Indonesian throughflow in the Makassar Strait over the last 30 ka,Scientific Reports,MarineSediment,1629.7,25013.9,Mg/Ca,677,5,this compilation,wave3,34.54091581,NA,NA,NA,NA,MD98_2178.Fan.2018.lpd.csv,LipD,LipD,Mg/Ca
81,81,6.3,125.82,MD98_2181,MD98_2181.Stott.2007.lpd,-2114,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Stott, L.; Timmermann, A.; Thunell, R.",2007,Southern Hemisphere and deep-sea warming led deglacial atmospheric CO2 rise and tropical warming,Science,MarineSediment,7.8,21869,d18O,490,5,www.ncdc.noaa.gov/paleo/study/6400,wave3,44.61469388,NA,NA,NA,NA,MD98_2181.Stott.2007.lpd.csv,LipD,LipD,d18O
83,83,58.2107,-48.373,MD99-2227,MD99-2227.deVernal.2013.lpd,-3460,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"de Vernal, Anne; Hillaire-Marcel, Claude; Rochon, Andre; Frechette, Bianca; Henry, Maryse; Solignac, Sandrine; Bonnet, Sophie",2013,"Dinocyst-based reconstructions of sea ice cover concentration during the Holocene in the Arctic Ocean, the northern North Atlantic Ocean and its adjacent seas",Quaternary Science Reviews,MarineSediment,753.39,11832,dinocyst,89,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,124.478764,NA,NA,NA,NA,MD99-2227.deVernal.2013.lpd.csv,LipD,LipD,dinocyst
84,84,66.85,-20.85,MD99-2269,MD99-2269.Justwan.2008.lpd,-365,Arctic Ocean,Arctic Ocean,"Justwan, Aurelie; Ko_陇, Nalan; Jennings, Anne E.",2008,"Evolution of the Irminger and East Icelandic Current systems through the Holocene, revealed by diatom-based sea surface temperature reconstructions",Quaternary Science Reviews,MarineSediment,-16.102,11477,diatom,310,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,37.07452258,NA,NA,NA,NA,MD99-2269.Justwan.2008.lpd.csv,LipD,LipD,diatom
85,85,67.1363,-30.8278,MD99-2322,MD99-2322.Jennings.2011.lpd,-714,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Jennings, A.; Andrews, J.; Wilson, L.",2011,Holocene environmental evolution of the SE Greenland Shelf north and south of the Denmark Strait: Irminger and East Greenland current interactions,Quaternary Science Reviews,MarineSediment,183.17,11739,foraminifera,120,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,96.29858333,NA,NA,NA,NA,MD99-2322.Jennings.2011.lpd.csv,LipD,LipD,foraminifera
86,86,57.4478,-27.9078,MD99_2251,MD99_2251.Farmer.2008.lpd,-2620,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Farmer, Elizabeth J.; Chapman, Mark R.; Andrews, Julian E.",2008,Centennial-scale Holocene North Atlantic surface temperatures from Mg/Ca ratios in Globigerina bulloides,"Geochemistry, Geophysics, Geosystems",MarineSediment,560,11990,Mg/Ca,245,5,this compilation,wave3,46.65306122,NA,NA,NA,NA,MD99_2251.Farmer.2008.lpd.csv,LipD,LipD,Mg/Ca
87,87,66.6413,-20.8632,MD99_2269,MD99_2269.Kristjnsd_ttir.2017.lpd,-365,Arctic Ocean,Arctic Ocean,"Kristj  nsd _ttir, Greta B; Moros, Matthias; Andrews, John T; Jennings, Anne E",2017,"Holocene Mg/Ca, alkenones, and light stable isotope measurements on the outer North Iceland shelf (MD99-2269): A comparison with other multi-proxy data and sub-division of the Holocene",The Holocene,MarineSediment,156.154,11519.35,alkenone,427,5,10.1594/PANGAEA.847657,wave3,26.61170023,NA,NA,NA,NA,MD99_2269.Kristjnsd_ttir.2017.lpd.csv,LipD,LipD,alkenone
88,88,35.8855,-7.5278,MD99_2339,MD99_2339.Eynaud.2009.lpd,-1177,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Eynaud, Frederique; de Abreu, L_录cia; Voelker, Antje; Schonfeld, Joachim; Salgueiro, Emilia; Turon, Jean-Louis; Penaud, Aurelie; Toucanne, Samuel; Naughton, Filipa; S  nchez Go_卤i, Mar _a Fernanda; Malaize, Bruno; Cacho, Isabel",2009,Position of the Polar Front along the western Iberian margin during key cold episodes of the last 45 ka,"Geochemistry, Geophysics, Geosystems",MarineSediment,893.8,47072,d18O,485,5,10.1594/PANGAEA.738148,wave3,95.21278351,NA,NA,NA,NA,MD99_2339.Eynaud.2009.lpd.csv,LipD,LipD,d18O
89,89,36.3892,-7.0657,MD99_2341,MD99_2341.Eynaud.2009.lpd,-582,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Eynaud, Frederique; de Abreu, L_录cia; Voelker, Antje; Schonfeld, Joachim; Salgueiro, Emilia; Turon, Jean-Louis; Penaud, Aurelie; Toucanne, Samuel; Naughton, Filipa; S  nchez Go_卤i, Mar _a Fernanda; Malaize, Bruno; Cacho, Isabel",2009,Position of the Polar Front along the western Iberian margin during key cold episodes of the last 45 ka,"Geochemistry, Geophysics, Geosystems",MarineSediment,1143,49373,d18O,396,5,10.1594/PANGAEA.738148,wave3,121.7929293,NA,NA,NA,NA,MD99_2341.Eynaud.2009.lpd.csv,LipD,LipD,d18O
91,91,46.32,152.53,MR003-K03-PC01,MR003-K03-PC01.Harada.2004.lpd,-2793,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Harada, Naomi; Ahagon, Naokazu; Uchida, Masao; Murayama, Masafumi",2004,Northward and southward migrations of frontal zones during the past 40 kyr in the Kuroshio-Oyashio transition area,"Geochemistry, Geophysics, Geosystems",MarineSediment,583.544,17333.66,alkenone,170,7,www.ncdc.noaa.gov/paleo/study/8458,wave3,98.53009412,NA,NA,NA,NA,MR003-K03-PC01.Harada.2004.lpd.csv,LipD,LipD,alkenone
92,92,78.916,6.767,MSM05-712,MSM05-712.Muller.2013.lpd,-1487,Arctic Ocean,Arctic Ocean,"de Vernal, Anne; Hillaire-Marcel, Claude; Rochon, Andre; Frechette, Bianca; Henry, Maryse; Solignac, Sandrine; Bonnet, Sophie",2013,"Dinocyst-based reconstructions of sea ice cover concentration during the Holocene in the Arctic Ocean, the northern North Atlantic Ocean and its adjacent seas",Quaternary Science Reviews,MarineSediment,390,8700,NA,0,3,www.ncdc.noaa.gov/paleo/study/15444,wave3,#DIV/0!,NA,NA,NA,NA,MSM05-712.Muller.2013.lpd.csv,LipD,LipD,others
93,93,78.9157,6.7672,MSM05_5_712_2,MSM05_5_712_2.Werner.2013.lpd,-1389,Arctic Ocean,Arctic Ocean,"Werner, Kirstin; Spielhagen, Robert F.; Bauch, Dorothea; Hass, H. Christian; Kandiano, Evgeniya",2013,Atlantic Water advection versus sea-ice advances in the eastern Fram Strait during the last 9 ka: Multiproxy evidence for a two-phase Holocene,Paleoceanography,MarineSediment,0,8680.29,Mg/Ca,265,5,10.1594/PANGAEA.810415,wave3,32.75581132,NA,NA,NA,NA,MSM05_5_712_2.Werner.2013.lpd.csv,LipD,LipD,Mg/Ca
94,94,25.2012,-112.7167,MV99_PC14,MV99_PC14.Marchitto.2010.lpd,-541,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Marchitto, T. M.; Muscheler, R.; Ortiz, J. D.; Carriquiry, J. D.; van Geen, A.",2010,Dynamical response of the tropical Pacific Ocean to solar forcing during the Early Holocene,Science,MarineSediment,2221.6,13811.8,Mg/Ca,211,5,www.ncdc.noaa.gov/paleo/study/10415,wave3,54.92985782,NA,NA,NA,NA,MV99_PC14.Marchitto.2010.lpd.csv,LipD,LipD,Mg/Ca
95,95,66.6667,-51.9667,Naujg 1,Naujg1.Willemse.1999.lpd,300,North America>Greenland,North America>Greenland,"Willemse, Nico W.; Tornqvist, Torbjorn E.",1999,Holocene century-scale temperature variability from West Greenland lake records,Geology,LakeSediment,429,9498,NA,0,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,#DIV/0!,NA,NA,NA,NA,Naujg1.Willemse.1999.lpd.csv,LipD,LipD,others
96,96,43.4833,-54.8664,OCE326_GGC26,OCE326_GGC26.Keigwin.2005.lpd,-3975,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Keigwin, L. D.; Sachs, J. P.; Rosenthal, Y.; Boyle, E. A.",2005,"The 8200 year B.P. event in the slope water system, western subpolar North Atlantic",Paleoceanography,MarineSediment,1773.75,11830,d18O,233,5,www.ncdc.noaa.gov/paleo/study/6409,wave3,43.15987124,NA,NA,NA,NA,OCE326_GGC26.Keigwin.2005.lpd.csv,LipD,LipD,d18O
98,98,12.744,-78.7393,ODP_165_999A,ODP_165_999A.Schmidt.2004.lpd,-2828,Atlantic Ocean>North Atlantic Ocean>Caribbean Sea,Atlantic Ocean>North Atlantic Ocean>Caribbean Sea,"Schmidt, Matthew W.; Spero, Howard J.; Lea, David W.",2004,Links between salinity variation in the Caribbean and North Atlantic thermohaline circulation,Nature,MarineSediment,3520,130750,Mg/Ca,107,5,www.ncdc.noaa.gov/paleo/study/2602,wave3,1189.065421,NA,NA,NA,NA,ODP_165_999A.Schmidt.2004.lpd.csv,LipD,LipD,Mg/Ca
99,99,-25.5139,13.0278,ODP_175_1084B,ODP_175_1084B.Farmer.2005.lpd,-1992,Atlantic Ocean>South Atlantic Ocean,Atlantic Ocean>South Atlantic Ocean,"Farmer, E. Christa; deMenocal, Peter B.; Marchitto, Thomas M.",2005,Holocene and deglacial ocean temperature variability in the Benguela upwelling region: Implications for low-latitude atmospheric circulation,Paleoceanography,MarineSediment,0,21262,Mg/Ca,227,5,www.ncdc.noaa.gov/paleo/study/2632,wave3,93.66519824,NA,NA,NA,NA,ODP_175_1084B.Farmer.2005.lpd.csv,LipD,LipD,Mg/Ca
100,100,61.4253,-24.0824,ODP162_984,ODP162_984.Came.2007.lpd,-1648,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Came, Rosemarie E.; Oppo, Delia W.; McManus, Jerry F.",2007,Amplitude and timing of temperature and salinity variability in the subpolar North Atlantic over the past 10 ky,Geology,MarineSediment,446,11099.5,Mg/Ca,147,5,www.ncdc.noaa.gov/paleo/study/5593,wave3,72.47278912,NA,NA,NA,NA,ODP162_984.Came.2007.lpd.csv,LipD,LipD,Mg/Ca
101,101,63.7622,5.2553,P1003,P1003.Sejrup.2011.lpd,-875,Atlantic Ocean>North Atlantic Ocean>Norwegian Sea,Atlantic Ocean>North Atlantic Ocean>Norwegian Sea,"Sejrup, H.P.; Haflidason, H.; Andrews, J.T.",2011,A Holocene North Atlantic SST record and regional climate variability,Quaternary Science Reviews,MarineSediment,-48.236,7880.835,d18O,649,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,12.21736672,NA,NA,NA,NA,P1003.Sejrup.2011.lpd.csv,LipD,LipD,d18O
103,103,31.4583,128.4133,PC_1,PC_1.Chang.2015.lpd,-590,Pacific Ocean>Western Pacific Ocean>East China Sea,Pacific Ocean>Western Pacific Ocean>East China Sea,"Chang, Fengming; Li, Tiegang; Xiong, Zhifang; Xu, Zhaokai",2015,Evidence for sea level and monsoonally driven variations in terrigenous input to the northern East China Sea during the last 24.3 ka,Paleoceanography,MarineSediment,78.1,24296.23,d18O,409,5,www.ncdc.noaa.gov/paleo/study/18755,wave3,59.21303178,NA,NA,NA,NA,PC_1.Chang.2015.lpd.csv,LipD,LipD,d18O
104,104,40.4,143.5,PC6,PC6.Minoshima.2007.lpd,-2215,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Minoshima, Kayo; Kawahata, Hodaka; Ikehara, Ken",2007,Changes in biological production in the mixed water region (MWR) of the northwestern North Pacific during the last 27 kyr,"Palaeogeography, Palaeoclimatology, Palaeoecology",MarineSediment,325,27018,alkenone,313,5,this compilation,wave3,85.28115016,NA,NA,NA,NA,PC6.Minoshima.2007.lpd.csv,LipD,LipD,alkenone
105,105,71.7363,42.6052,PL-96,PL-96.Voronina.2013.lpd,286,Arctic Ocean>Barents Sea,Arctic Ocean>Barents Sea,"Voronina, Elena; Polyak, Leonid; Vernal, Anne De; Peyron, Odile",2001,"Holocene variations of sea-surface conditions in the southeastern Barents Sea, reconstructed from dinoflagellate cyst assemblages",Journal of Quaternary Science,MarineSediment,202.76,8561.2,dinocyst,57,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,146.6392982,NA,NA,NA,NA,PL-96.Voronina.2013.lpd.csv,LipD,LipD,dinocyst
107,107,58.58,26.65,Raigastvere,Raigastvere.Seppa.2004.lpd,53,Europe>Northern Europe>Estonia,Europe>Northern Europe>Estonia,"Sepp _, Heikki; Poska, Anneli",2004,Holocene annual mean temperature changes in Estonia and their relationship to solar insolation and atmospheric circulation patterns,Quaternary Research,LakeSediment,0,8923,pollen,90,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,99.14444444,NA,NA,NA,NA,Raigastvere.Seppa.2004.lpd.csv,LipD,LipD,pollen
109,109,58.32,7.78,Reiarsdalvatnet,Reiarsdalvatnet.Seppa.2009.lpd,245,Europe>Northern Europe>Scandinavia>Norway,Europe>Northern Europe>Scandinavia>Norway,"Sepp _, H.; Bjune, A. E.; Telford, R. J.; Birks, H. J. B.; Veski, S.",2009,Last nine-thousand years of temperature variability in northern Europe,Climate of the Past,LakeSediment,-82.08,8930.53,pollen,84,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,107.2929762,NA,NA,NA,NA,Reiarsdalvatnet.Seppa.2009.lpd.csv,LipD,LipD,pollen
112,112,-0.79,99.9085,SO189_039KL,SO189_039KL.Mohtadi.2014.lpd,-517,Indian Ocean,Indian Ocean,"Mohtadi, Mahyar; Prange, Matthias; Oppo, Delia W.; De Pol-Holz, Ricardo; Merkel, Ute; Zhang, Xiao; Steinke, Stephan; L _ckge, Andreas",2014,North Atlantic forcing of tropical Indian Ocean climate,Nature,MarineSediment,410,45330,Mg/Ca,667,5,www.ncdc.noaa.gov/paleo/study/19139,wave3,67.34632684,NA,NA,NA,NA,SO189_039KL.Mohtadi.2014.lpd.csv,LipD,LipD,Mg/Ca
113,113,3.5167,96.3167,SO189_119KL,SO189_119KL.Mohtadi.2014.lpd,-808,Indian Ocean,Indian Ocean,"Mohtadi, Mahyar; Prange, Matthias; Oppo, Delia W.; De Pol-Holz, Ricardo; Merkel, Ute; Zhang, Xiao; Steinke, Stephan; L _ckge, Andreas",2014,North Atlantic forcing of tropical Indian Ocean climate,Nature,MarineSediment,60,36060,Mg/Ca,154,5,10.1594/PANGAEA.833323,wave3,233.7662338,NA,NA,NA,NA,SO189_119KL.Mohtadi.2014.lpd.csv,LipD,LipD,Mg/Ca
114,114,1.155,98.066,SO189_144KL,SO189_144KL.Mohtadi.2014.lpd,-481,Indian Ocean,Indian Ocean,"Mohtadi, Mahyar; Prange, Matthias; Oppo, Delia W.; De Pol-Holz, Ricardo; Merkel, Ute; Zhang, Xiao; Steinke, Stephan; L _ckge, Andreas",2014,North Atlantic forcing of tropical Indian Ocean climate,Nature,MarineSediment,90,23722,d18O,379,5,10.1594/PANGAEA.833324,wave3,62.35356201,NA,NA,NA,NA,SO189_144KL.Mohtadi.2014.lpd.csv,LipD,LipD,d18O
115,115,24.61,65.982,SO90_63KA,SO90_63KA.Staubwasser.2003.lpd,-316,Indian Ocean>Arabian Sea,Indian Ocean>Arabian Sea,"Staubwasser, M.; Sirocko, F.; Grootes, P. M.; Segl, M.",2003,Climate change at the 4.2 ka BP termination of the Indus Valley civilization and Holocene South Asian monsoon variability,Geophysical Research Letters,MarineSediment,-40,12754,d18O,902,5,www.ncdc.noaa.gov/paleo/study/2606,wave3,14.18403548,NA,NA,NA,NA,SO90_63KA.Staubwasser.2003.lpd.csv,LipD,LipD,d18O
116,116,63.12,12.32,Spaime,Spaime.Hammarlund.2004.lpd,887,Europe>Northern Europe>Scandinavia>Sweden,Europe>Northern Europe>Scandinavia>Sweden,"Hammarlund, Dan; Velle, Gaute; Wolfe, Brent B.; Edwards, Thomas W.D.; Barnekow, Lena; Bergman, Jonas; Holmgren, Sofia; Lamme, Sara; Snowball, Ian; Wohlfarth, Barbara; Possnert, Goran",2004,"Palaeolimnological and sedimentary responses to Holocene forest retreat in the Scandes Mountains, west-central Sweden",The Holocene,LakeSediment,41.651,10470,chironomid,57,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,182.9534912,NA,NA,NA,NA,Spaime.Hammarlund.2004.lpd.csv,LipD,LipD,chironomid
118,118,58.55,11.6,Trehorningen,Trehorningen.Antonsson.2007.lpd,112,Europe>Northern Europe>Scandinavia>Sweden,Europe>Northern Europe>Scandinavia>Sweden,"Antonsson, Karin; Sepp _, Heikki",2007,"Holocene temperatures in Bohusl _n, southwest Sweden: A quantitative reconstruction from fossil pollen data",Boreas,LakeSediment,0,8894,pollen,49,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,181.5102041,NA,NA,NA,NA,Trehorningen.Antonsson.2007.lpd.csv,LipD,LipD,pollen
119,119,60.8667,3.7333,Troll 28-03,Troll28-03.Klitgard-Kristensen.2001.lpd,-345,Atlantic Ocean>North Atlantic Ocean>North Sea,Atlantic Ocean>North Atlantic Ocean>North Sea,"Klitgaard-Kristensen, D.; Sejrup, H. P.; Haflidason, H.",2001,The last 18 kyr fluctuations in Norwegian sea surface conditions and implications for the magnitude of climatic change: Evidence from the North Sea,Paleoceanography,MarineSediment,240,9800,foraminifera,73,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,130.9589041,NA,NA,NA,NA,Troll28-03.Klitgard-Kristensen.2001.lpd.csv,LipD,LipD,foraminifera
121,121,-1.217,-89.683,VM21_30,VM21_30.Koutavas.2003.lpd,-617,Pacific Ocean>South Pacific Ocean,Pacific Ocean>South Pacific Ocean,"Koutavas, Athanasios; Lynch-Stieglitz, Jean",2003,Glacial-interglacial dynamics of the eastern equatorial Pacific cold tongue-Intertropical Convergence Zone system reconstructed from oxygen isotope records,Paleoceanography,MarineSediment,1660,31160,Mg/Ca,119,5,www.ncdc.noaa.gov/paleo/study/2622 www.ncdc.noaa.gov/paleo/study/13667,wave3,247.8991597,NA,NA,NA,NA,VM21_30.Koutavas.2003.lpd.csv,LipD,LipD,Mg/Ca
122,122,59.8794,-159.2067,Waskey,Waskey.Levy.2004.lpd,150,North America>United States Of America>Alaska,North America>United States Of America>Alaska,"Levy, Laura B.; Kaufman, Darrell S.; Werner, Al",2004,"Holocene glacier fluctuations, Waskey Lake, northeastern Ahklun Mountains, southwestern Alaska",The Holocene,LakeSediment,71.15,10978.74,NA,0,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,#DIV/0!,NA,NA,NA,NA,Waskey.Levy.2004.lpd.csv,LipD,LipD,others
124,2,64.65,-128.08,Andy,Andy.Szeicz.1995.lpd,1360,North America>Canada>Northwest Territories,North America>Canada>Northwest Territories,"Szeicz, Julian M.; MacDonald, Glen M.; Duk-Rodkin, Alejandra",1995,"Late Quaternary vegetation history of the central Mackenzie Mountains, Northwest Territories, Canada","Palaeogeography, Palaeoclimatology, Palaeoecology",LakeSediment,0,13192,pollen,57,15,www.ncdc.noaa.gov/paleo/study/15444,wave2,231.4385965,NA,NA,NA,NA,Andy.Szeicz.1995.lpd.csv,LipD,LipD,pollen
125,3,60.58,24.8,Arapisto,Arapisto.Sarmaja-Korjonen.2007.lpd,133,Europe>Northern Europe>Scandinavia>Finland,Europe>Northern Europe>Scandinavia>Finland,"Sarmaja-Korjonen, Kaarina; Sepp _, Heikki",2007,"Abrupt and consistent responses of aquatic and terrestrial ecosystems to the 8200 cal. yr cold event: A lacustrine record from Lake Arapisto, Finland",The Holocene,LakeSediment,0,8888.5,pollen,82,15,www.ncdc.noaa.gov/paleo/study/15444,wave2,108.3963415,NA,NA,NA,NA,Arapisto.Sarmaja-Korjonen.2007.lpd.csv,LipD,LipD,pollen
126,4,68.5333,17.2667,Austerkjosen,Austerkjosen.Seppa.2009.lpd,135,Europe>Northern Europe>Scandinavia>Norway,Europe>Northern Europe>Scandinavia>Norway,"Sepp _, H.; Bjune, A. E.; Telford, R. J.; Birks, H. J. B.; Veski, S.",2009,Last nine-thousand years of temperature variability in northern Europe,Climate of the Past,LakeSediment,19.45,8838.87,pollen,31,15,www.ncdc.noaa.gov/paleo/study/15444,wave2,284.4974194,NA,NA,NA,NA,Austerkjosen.Seppa.2009.lpd.csv,LipD,LipD,pollen
